rank,Gender,Age at enrollment,Course,Application mode,Daytime/evening attendance,Tuition fees up to date,Debtor,Scholarship holder,Curricular units 1st sem (approved),Curricular units 1st sem (grade),dropout_probability,risk_tier
697,0,18,6,1,1,1,0,0,6,12.0,0.060260078045886095,Low Risk
698,0,20,13,14,1,1,0,0,7,12.333333333333334,0.060210435991844696,Low Risk
699,1,20,14,1,1,1,0,0,5,14.0,0.06020960219952286,Low Risk
700,1,20,4,15,1,1,0,1,5,13.833333333333334,0.058593198850487166,Low Risk
701,0,35,9,12,1,1,0,0,4,14.2,0.05725687141828437,Low Risk
702,0,22,4,13,1,1,0,0,6,12.571428571428571,0.057109807611131186,Low Risk
703,0,32,12,4,1,1,0,0,7,13.761111111111113,0.05680370462952967,Low Risk
704,1,24,4,13,1,1,0,0,8,13.333333333333334,0.05643906082950063,Low Risk
705,0,20,5,1,1,1,0,0,6,11.833333333333334,0.05575254796382679,Low Risk
706,0,19,9,1,1,1,0,0,5,11.8,0.055736155194575,Low Risk
707,0,20,6,15,1,1,0,0,6,12.555555555555555,0.05505778442038179,Low Risk
708,1,20,12,1,1,1,1,0,7,12.401428571428571,0.05498611870753316,Low Risk
709,0,18,12,1,1,1,0,1,6,13.533333333333331,0.054645965942791926,Low Risk
710,0,42,3,16,0,1,1,0,10,11.9,0.05412007112423256,Low Risk
711,0,18,5,8,1,1,0,0,6,12.5,0.0537566735002782,Low Risk
712,1,18,11,8,1,1,0,0,5,12.0,0.053720611605471674,Low Risk
713,0,36,10,14,1,1,0,0,13,10.692307692307692,0.05273108791848735,Low Risk
714,1,19,2,8,1,1,0,1,0,0.0,0.05263833503557641,Low Risk
715,0,20,12,14,1,1,0,0,6,13.25,0.0523092513857056,Low Risk
716,1,19,14,1,1,1,0,1,6,13.125,0.051876202029085286,Low Risk
717,1,19,12,8,1,1,0,1,6,12.528571428571428,0.05186363767363196,Low Risk
718,0,18,15,1,1,1,0,0,6,12.571428571428571,0.051425894380730405,Low Risk
719,0,19,14,8,1,1,0,1,6,13.285714285714286,0.05129311419921809,Low Risk
720,0,18,9,8,1,1,0,0,5,12.6,0.05086699330885882,Low Risk
721,0,45,12,4,1,1,0,0,11,12.7,0.05075192918821967,Low Risk
722,0,19,10,8,1,1,0,1,5,11.333333333333334,0.05018901112191637,Low Risk
723,0,19,9,1,1,1,0,1,5,11.6,0.05001718608557469,Low Risk
724,0,19,6,1,1,1,0,0,4,12.0,0.04973957000097826,Low Risk
725,1,19,9,1,1,1,0,0,5,11.8,0.04915341988817538,Low Risk
726,1,20,9,1,1,1,0,0,5,12.0,0.04897273840678415,Low Risk
727,0,18,12,1,1,1,0,1,6,12.816666666666668,0.04873293523561305,Low Risk
728,0,27,12,12,1,1,0,0,7,12.457142857142856,0.04850125651222026,Low Risk
729,0,20,6,1,1,1,0,0,4,11.75,0.04838146501743781,Low Risk
730,1,20,5,1,1,1,0,0,6,13.428571428571429,0.04812680257920965,Low Risk
731,0,21,10,8,1,1,0,1,5,13.2,0.04756243460212958,Low Risk
732,0,18,5,1,1,1,0,0,6,11.714285714285714,0.04753946293637505,Low Risk
733,0,26,17,15,0,1,0,1,6,12.666666666666666,0.045373370509942355,Low Risk
734,0,45,3,14,0,1,0,0,8,11.0,0.04515650339220428,Low Risk
735,0,20,5,8,1,1,0,0,6,12.5,0.04489897204294278,Low Risk
736,0,18,5,1,1,1,0,1,6,12.0,0.04468436410627454,Low Risk
737,0,20,10,1,1,1,0,1,5,10.6,0.04460519484141446,Low Risk
738,0,18,12,1,1,1,0,1,7,13.242857142857144,0.044492419900092985,Low Risk
739,1,18,6,7,1,1,0,0,5,13.0,0.043989034294844284,Low Risk
740,1,18,12,8,1,1,0,0,7,13.154285714285717,0.0433908879382354,Low Risk
741,0,20,14,1,1,1,0,0,6,13.571428571428571,0.04250765898059667,Low Risk
742,0,20,3,1,0,1,0,0,5,12.0,0.04219048440886419,Low Risk
743,0,19,15,1,1,1,0,0,6,14.0,0.04198594950769113,Low Risk
744,0,34,12,12,1,1,0,0,7,11.705714285714285,0.041340164927449206,Low Risk
745,0,20,6,15,1,1,0,0,6,13.0,0.041292176251092404,Low Risk
746,0,19,9,8,1,1,0,1,5,12.4,0.04067016174631476,Low Risk
747,0,20,6,15,1,1,0,0,6,12.666666666666666,0.04060249068122163,Low Risk
748,1,18,9,8,1,1,0,0,5,12.0,0.04056830193937143,Low Risk
749,0,19,12,1,1,1,0,0,6,13.598333333333334,0.04046579386447296,Low Risk
750,0,18,15,1,1,1,0,0,6,12.666666666666666,0.040375586917259905,Low Risk
751,0,19,14,3,1,1,0,0,6,13.428571428571429,0.03951686872621816,Low Risk
752,0,19,12,1,1,1,0,1,7,12.771428571428572,0.038656752638030735,Low Risk
753,0,20,6,1,1,1,0,0,6,13.428571428571429,0.038149280081865744,Low Risk
754,0,20,6,1,1,1,0,0,6,14.714285714285714,0.037774868903613396,Low Risk
755,0,18,14,1,1,1,0,1,6,13.571428571428571,0.03742775185834947,Low Risk
756,0,20,6,15,1,1,0,0,6,12.666666666666666,0.036827464633425476,Low Risk
757,0,20,12,14,1,1,0,0,6,11.616666666666667,0.03626373803568458,Low Risk
758,0,18,12,8,1,1,0,0,7,12.285714285714286,0.035960301976309006,Low Risk
759,0,20,12,8,1,1,0,0,6,11.757142857142856,0.035524793721500865,Low Risk
760,1,19,12,1,1,1,0,0,7,12.2,0.035083854981144434,Low Risk
761,0,18,5,1,1,1,0,1,6,14.333333333333334,0.03171685370918002,Low Risk
762,0,27,17,4,0,1,0,0,5,15.2,0.029616686128227245,Low Risk
763,0,22,10,14,1,1,0,0,8,11.0,0.02721550341452259,Low Risk
764,0,21,10,8,1,1,0,0,6,10.375,0.0260490482718038,Low Risk
765,0,19,10,1,1,1,0,1,4,10.4,0.025868884977942232,Low Risk
766,0,25,12,12,1,1,0,1,7,13.29,0.025698977196271112,Low Risk
767,0,20,3,14,0,1,0,0,6,12.166666666666666,0.0232315337143138,Low Risk
768,0,18,12,8,1,1,0,0,7,13.68142857142857,0.02298956227718508,Low Risk
769,0,19,15,1,1,1,0,0,6,15.0,0.02285261354404984,Low Risk
770,0,19,6,1,1,1,0,0,5,14.2,0.021542578947063015,Low Risk
771,0,18,6,1,1,1,0,0,5,12.666666666666666,0.021238228773864203,Low Risk
772,0,19,14,8,1,1,0,0,6,14.833333333333334,0.02062184747308731,Low Risk
773,0,20,11,1,1,1,0,1,6,14.5,0.02025451392402393,Low Risk
774,0,19,12,1,1,1,0,1,7,14.06,0.020199972132431476,Low Risk
775,1,21,2,6,1,1,0,0,12,15.083333333333334,0.018729717596456086,Low Risk
776,0,18,14,1,1,1,0,0,6,14.625,0.01842605889948672,Low Risk
777,1,19,2,1,1,1,0,1,12,13.333333333333334,0.018338439122258843,Low Risk
778,0,18,12,1,1,1,0,1,7,13.79714285714286,0.018239676729866084,Low Risk
779,0,21,6,1,1,1,0,0,5,12.2,0.01797702326058414,Low Risk
780,0,18,12,1,1,1,0,0,8,14.26875,0.01769442802879678,Low Risk
781,0,21,9,16,1,1,0,0,5,12.8,0.017556548809602883,Low Risk
782,0,24,12,14,1,1,0,1,7,11.971428571428572,0.0167370524059237,Low Risk
783,0,45,3,1,0,1,0,0,12,14.0,0.016040155919956587,Low Risk
784,1,34,17,12,0,1,0,0,5,14.2,0.015324465538423286,Low Risk
785,0,19,12,1,1,1,0,0,7,14.514285714285714,0.012698027329250874,Low Risk
786,0,18,6,1,1,1,0,0,5,14.0,0.012373723743609276,Low Risk
787,0,20,12,1,1,1,0,0,7,14.014285714285714,0.010261419712974547,Low Risk
