Tuition fees up to date,Debtor,Scholarship holder,financial_distress_score,financial_high_risk,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),approval_rate,eval_intensity,zero_approved_flag,zero_eval_flag,Gender,Age at enrollment,age_bin,marital_grouped,Daytime/evening attendance,app_mode_target_enc,course_target_enc,prev_qual_ordinal,app_order_clipped,mother_qual_tier,father_qual_tier,mother_occ_tier,father_occ_tier,ses_composite,gender_x_agebin,financial_x_zero_approved,tuition_overdue_x_zero_approved
1,0,0,1,0,6,0,0,0.0,0.0,0.0,1,1,0,19,0,1,1,0.2802021129995407,0.2786885245901639,0,1,1,3,2,2,2.0,0,1,0
1,0,0,1,0,6,6,6,16.0,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,3,4,3,1,1,2.25,0,0,0
1,0,0,1,0,6,6,6,13.833333333333334,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.20967741935483872,0,1,1,2,1,1,1.25,0,0,0
1,0,0,1,0,8,8,9,13.2325,1.0,1.125,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,5,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,6,6,14.0,1.0,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.3400673400673401,0,2,1,2,1,1,1.25,0,0,0
1,1,1,1,0,6,2,14,10.0,0.3333333333333333,2.3333333333333335,0,0,1,19,0,1,1,0.2802021129995407,0.45714285714285713,0,2,3,4,1,2,2.5,0,0,0
1,0,0,1,0,16,15,16,13.333333333333334,0.9375,1.0,0,0,0,25,2,1,0,0.55625,0.36597938144329895,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,12.5,1.0,1.0,0,0,0,19,0,1,0,0.2802021129995407,0.36597938144329895,0,1,1,1,1,1,1.0,0,0,0
1,1,0,2,0,5,2,8,10.5,0.4,1.6,0,0,1,33,3,1,0,0.2802021129995407,0.6355140186915887,0,1,3,1,0,0,1.0,3,0,0
1,0,0,1,0,5,4,10,12.0,0.8,2.0,0,0,0,19,0,1,1,0.36666666666666664,0.4944649446494465,0,1,3,3,1,2,2.25,0,0,0
1,0,0,1,0,6,6,6,14.0,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,1,1,3,1,0,1.25,0,0,0
1,0,0,1,0,6,6,7,13.5,1.0,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.5985915492957746,0,5,4,2,1,1,2.0,0,0,0
1,0,0,1,0,8,8,8,13.07375,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,3,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,2,9,10.75,0.2857142857142857,1.2857142857142858,0,0,0,37,4,2,1,0.55625,0.17717717717717718,1,1,1,1,1,0,0.75,0,0,0
1,0,1,0,0,6,6,6,14.0,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.45714285714285713,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,7,12.333333333333334,1.0,1.1666666666666667,0,0,1,21,1,1,1,0.36666666666666664,0.20967741935483872,0,1,1,2,1,2,1.5,1,0,0
1,0,1,0,0,7,7,7,13.464285714285714,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,3,1,2,1.75,0,0,0
1,0,1,0,0,6,6,6,13.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,2,1,3,2,1,1.75,0,0,0
1,1,0,2,0,8,8,9,14.4025,1.0,1.125,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,4,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,7,9,15.46875,1.0,1.2857142857142858,0,0,0,31,3,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,1,0,2,0,6,6,8,12.625,1.0,1.3333333333333333,0,0,0,23,1,1,1,0.2802021129995407,0.20967741935483872,0,1,3,3,2,0,2.0,0,0,0
1,0,0,1,0,7,6,7,14.983333333333334,0.8571428571428571,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,4,1,2,1,1,1.25,0,0,0
1,0,1,0,0,6,6,6,15.0,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.3400673400673401,0,3,1,1,2,1,1.25,0,0,0
1,0,0,1,0,9,9,9,15.88888888888889,1.0,1.0,0,0,0,40,4,2,0,0.55625,0.36597938144329895,0,1,1,1,1,1,1.0,0,0,0
1,1,0,2,0,6,4,14,11.5,0.6666666666666666,2.3333333333333335,0,0,0,32,3,1,1,0.55625,0.3423076923076923,1,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,2,14,10.5,0.3333333333333333,2.3333333333333335,0,0,0,24,2,1,1,0.2802021129995407,0.45714285714285713,0,4,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,6,7,13.983333333333334,0.8571428571428571,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,4,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,13.0,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.20967741935483872,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,6,6,13.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.20967741935483872,0,1,1,1,2,1,1.25,0,0,0
0,0,0,2,0,6,0,8,0.0,0.0,1.3333333333333333,1,0,0,27,2,1,1,0.55625,0.4941860465116279,0,1,1,1,2,1,1.25,0,2,1
1,0,0,1,0,5,5,5,14.4,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.4944649446494465,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,14.166666666666666,1.0,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.5985915492957746,0,1,1,1,1,2,1.25,0,0,0
1,0,0,1,0,6,5,8,12.2,0.8333333333333334,1.3333333333333333,0,0,0,19,0,1,0,0.2802021129995407,0.36597938144329895,0,2,1,1,0,0,0.5,0,0,0
1,0,0,1,0,6,3,8,12.333333333333334,0.5,1.3333333333333333,0,0,0,20,0,1,1,0.2802021129995407,0.5985915492957746,0,1,1,1,1,0,0.75,0,0,0
1,0,0,1,0,6,0,6,0.0,0.0,1.0,1,0,0,30,3,1,1,0.55625,0.4941860465116279,0,1,1,2,1,1,1.25,0,1,0
1,0,0,1,0,9,9,9,10.88888888888889,1.0,1.0,0,0,0,21,1,1,1,0.6412213740458015,0.4944649446494465,2,1,1,2,1,1,1.25,0,0,0
1,0,0,1,0,7,6,12,12.166666666666666,0.8571428571428571,1.7142857142857142,0,0,0,26,2,1,1,0.55625,0.4782608695652174,0,1,1,2,2,1,1.5,0,0,0
1,0,1,0,0,6,6,6,12.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.2786885245901639,0,1,1,1,1,1,1.0,0,0,0
1,1,0,2,0,6,5,9,11.4,0.8333333333333334,1.5,0,0,0,21,1,1,1,0.2802021129995407,0.2786885245901639,0,1,3,1,1,1,1.5,0,0,0
1,0,1,0,0,0,0,0,0.0,0.0,0.0,1,1,0,18,0,1,1,0.55625,0.4606741573033708,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,6,6,13.5,1.0,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.5985915492957746,0,3,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,7,12.285714285714286,1.0,1.1666666666666667,0,0,0,19,0,1,1,0.2802021129995407,0.20967741935483872,0,3,1,2,1,1,1.25,0,0,0
0,0,0,2,0,5,0,12,0.0,0.0,2.4,1,0,0,19,0,1,1,0.2802021129995407,0.3423076923076923,0,5,1,1,1,1,1.0,0,2,1
1,0,0,1,0,6,2,10,10.5,0.3333333333333333,1.6666666666666667,0,0,0,19,0,1,1,0.2802021129995407,0.20967741935483872,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,5,3,12,14.0,0.6,2.4,0,0,0,27,2,2,1,0.55625,0.3423076923076923,1,1,1,1,2,2,1.5,0,0,0
1,0,0,1,0,5,5,7,14.2,1.0,1.4,0,0,0,22,1,1,1,0.55625,0.3423076923076923,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,5,8,13.0,0.8333333333333334,1.3333333333333333,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,1,1,3,1,1,1.5,0,0,0
1,0,0,1,0,6,6,6,11.0,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.45714285714285713,0,4,1,1,1,1,1.0,0,0,0
1,0,0,1,0,8,3,9,11.0,0.375,1.125,0,0,0,34,3,2,0,0.55625,0.6355140186915887,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,6,9,12.385714285714286,0.8571428571428571,1.2857142857142858,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,2,3,1,1,1,1.5,0,0,0
1,0,0,1,0,6,4,12,14.75,0.6666666666666666,2.0,0,0,1,20,0,1,1,0.2802021129995407,0.3400673400673401,0,2,3,3,1,1,2.0,0,0,0
1,0,0,1,0,5,5,6,16.166666666666668,1.0,1.2,0,0,0,20,0,1,1,0.2802021129995407,0.65,0,1,3,2,1,1,1.75,0,0,0
1,0,0,1,0,5,0,7,0.0,0.0,1.4,1,0,1,25,2,1,0,0.55625,0.6355140186915887,0,1,3,1,2,1,1.75,2,1,0
1,0,0,1,0,5,5,6,12.4,1.0,1.2,0,0,1,18,0,1,1,0.2802021129995407,0.8653846153846154,0,4,4,2,1,1,2.0,0,0,0
0,0,0,2,0,6,5,8,11.6,0.8333333333333334,1.3333333333333333,0,0,1,18,0,1,1,0.2802021129995407,0.65,0,1,3,3,1,1,2.0,0,0,0
1,0,1,0,0,6,5,8,12.2,0.8333333333333334,1.3333333333333333,0,0,0,18,0,1,1,0.2802021129995407,0.5985915492957746,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,5,7,11.0,0.8333333333333334,1.1666666666666667,0,0,0,19,0,1,1,0.2802021129995407,0.45714285714285713,0,1,3,2,1,2,2.0,0,0,0
1,0,1,0,0,6,6,8,12.333333333333334,1.0,1.3333333333333333,0,0,0,19,0,1,1,0.2802021129995407,0.5985915492957746,0,2,1,2,1,1,1.25,0,0,0
1,0,1,0,0,6,6,6,12.0,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.2786885245901639,0,1,3,1,1,1,1.5,0,0,0
1,1,1,1,0,13,11,13,12.727272727272728,0.8461538461538461,1.0,0,0,0,21,1,1,0,0.55625,0.36597938144329895,1,1,1,1,0,2,1.0,0,0,0
1,0,0,1,0,2,2,2,10.5,1.0,1.0,0,0,0,34,3,1,0,0.55625,0.6355140186915887,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,12.333333333333334,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.3400673400673401,0,4,3,1,2,1,1.75,0,0,0
1,0,0,1,0,5,0,10,0.0,0.0,2.0,1,0,1,24,2,1,0,0.55625,0.6355140186915887,0,1,1,1,1,1,1.0,2,1,0
1,0,0,1,0,7,7,7,14.842857142857143,1.0,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,3,2,2,2.5,0,0,0
1,0,0,1,0,5,2,13,11.0,0.4,2.6,0,0,1,28,3,1,0,0.55625,0.6355140186915887,0,1,3,3,1,1,2.0,3,0,0
1,0,0,1,0,6,4,9,10.75,0.6666666666666666,1.5,0,0,1,20,0,1,1,0.2802021129995407,0.45714285714285713,0,1,1,1,0,1,0.75,0,0,0
1,0,0,1,0,8,8,9,12.55375,1.0,1.125,0,0,1,22,1,1,1,0.55625,0.17717717717717718,0,1,3,3,1,2,2.25,1,0,0
1,0,0,1,0,8,7,8,12.665714285714284,0.875,1.0,0,0,1,19,0,1,1,0.2802021129995407,0.17717717717717718,0,4,1,3,2,2,2.0,0,0,0
1,0,0,1,0,7,2,7,11.75,0.2857142857142857,1.0,0,0,1,26,2,1,1,0.55625,0.4782608695652174,0,2,4,3,1,2,2.5,2,0,0
0,0,0,2,0,6,3,11,11.0,0.5,1.8333333333333333,0,0,1,21,1,1,1,0.2802021129995407,0.45714285714285713,0,2,1,1,1,1,1.0,1,0,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,18,0,1,1,0.2802021129995407,0.4606741573033708,0,2,4,4,1,1,2.5,0,1,0
1,0,0,1,0,5,5,5,13.4,1.0,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.4944649446494465,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,17,17,21,12.578947368421051,1.0,1.2352941176470589,0,0,1,22,1,1,1,0.2802021129995407,0.4606741573033708,0,2,1,2,2,1,1.5,1,0,0
1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,1,36,4,2,1,0.55625,0.8653846153846154,1,1,1,1,1,1,1.0,4,1,0
1,0,1,0,0,6,6,8,12.0,1.0,1.3333333333333333,0,0,1,20,0,1,1,0.2802021129995407,0.3400673400673401,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,3,6,12.333333333333334,0.5,1.0,0,0,1,20,0,1,1,0.2802021129995407,0.4337899543378995,0,5,4,4,1,1,2.5,0,0,0
1,0,0,1,0,5,4,11,11.5,0.8,2.2,0,0,1,25,2,1,0,0.55625,0.6355140186915887,0,1,1,3,1,2,1.75,2,0,0
1,0,0,1,0,6,5,7,12.8,0.8333333333333334,1.1666666666666667,0,0,1,35,3,1,1,0.55625,0.4941860465116279,0,1,1,2,2,2,1.75,3,0,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,22,1,1,1,0.2802021129995407,0.4606741573033708,0,1,3,1,1,1,1.5,1,1,0
0,1,0,3,1,6,4,16,11.8,0.6666666666666666,2.6666666666666665,0,0,1,20,0,1,1,0.55625,0.4941860465116279,1,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,13,6,13,11.333333333333334,0.46153846153846156,1.0,0,0,1,50,4,1,0,0.55625,0.36597938144329895,1,1,1,3,1,0,1.25,4,0,0
1,0,0,1,0,8,5,12,12.002,0.625,1.5,0,0,1,20,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
0,0,0,2,0,6,5,10,15.2,0.8333333333333334,1.6666666666666667,0,0,1,35,3,1,1,0.6412213740458015,0.4941860465116279,2,1,4,2,1,0,1.75,3,0,0
1,0,1,0,0,6,6,7,13.142857142857142,1.0,1.1666666666666667,0,0,1,19,0,1,1,0.2802021129995407,0.4337899543378995,0,1,4,2,2,1,2.25,0,0,0
1,0,0,1,0,5,0,14,0.0,0.0,2.8,1,0,1,43,4,2,1,0.55625,0.4944649446494465,0,2,1,1,1,1,1.0,4,1,0
1,0,0,1,0,8,7,11,13.867142857142856,0.875,1.375,0,0,1,19,0,1,1,0.2802021129995407,0.17717717717717718,0,5,4,1,1,1,1.75,0,0,0
1,0,0,1,0,8,6,11,12.675,0.75,1.375,0,0,1,25,2,1,1,0.55625,0.17717717717717718,0,1,1,1,1,1,1.0,2,0,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,19,0,1,1,0.2802021129995407,0.4606741573033708,0,1,3,4,1,0,2.0,0,1,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,22,1,1,1,0.2802021129995407,0.4606741573033708,0,1,1,1,1,1,1.0,1,1,0
1,0,1,0,0,6,6,7,11.0,1.0,1.1666666666666667,0,0,1,19,0,1,1,0.2802021129995407,0.45714285714285713,0,1,1,1,2,2,1.5,0,0,0
1,0,0,1,0,5,4,11,10.75,0.8,2.2,0,0,1,32,3,2,0,0.55625,0.6355140186915887,0,1,1,1,2,1,1.25,3,0,0
1,0,0,1,0,6,5,7,14.2,0.8333333333333334,1.1666666666666667,0,0,1,57,4,2,1,0.55625,0.3400673400673401,1,1,1,1,1,1,1.0,4,0,0
0,0,0,2,0,7,4,11,12.6,0.5714285714285714,1.5714285714285714,0,0,1,20,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,2,2,1,2.0,0,0,0
0,0,0,2,0,5,0,5,0.0,0.0,1.0,1,0,1,38,4,1,0,0.55625,0.6355140186915887,0,1,3,3,1,1,2.0,4,2,1
1,0,0,1,0,5,5,6,14.0,1.0,1.2,0,0,1,45,4,2,0,0.55625,0.6355140186915887,0,1,1,4,1,2,2.0,4,0,0
0,1,0,3,1,6,2,16,10.0,0.3333333333333333,2.6666666666666665,0,0,1,43,4,2,1,0.55625,0.3400673400673401,0,1,1,1,1,0,0.75,4,0,0
1,0,0,1,0,6,6,6,13.833333333333334,1.0,1.0,0,0,1,19,0,1,1,0.2802021129995407,0.2786885245901639,0,4,1,3,1,1,1.5,0,0,0
0,0,0,2,0,5,2,8,11.0,0.4,1.6,0,0,1,49,4,2,0,0.55625,0.6355140186915887,1,1,1,2,2,2,1.75,4,0,0
1,0,0,1,0,6,4,6,12.25,0.6666666666666666,1.0,0,0,1,34,3,1,0,0.55625,0.36597938144329895,0,1,1,1,1,1,1.0,3,0,0
1,0,0,1,0,5,5,5,13.8,1.0,1.0,0,0,1,43,4,2,0,0.55625,0.6355140186915887,0,1,1,1,1,2,1.25,4,0,0
1,0,0,1,0,6,3,8,12.0,0.5,1.3333333333333333,0,0,1,21,1,1,1,0.2802021129995407,0.45714285714285713,0,2,1,3,1,1,1.5,1,0,0
1,0,1,0,0,6,4,7,13.75,0.6666666666666666,1.1666666666666667,0,0,1,19,0,1,1,0.2802021129995407,0.4337899543378995,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,0,7,0.0,0.0,1.0,1,0,1,43,4,2,1,0.55625,0.4782608695652174,0,1,1,1,1,2,1.25,4,1,0
1,0,0,1,0,5,5,6,13.833333333333334,1.0,1.2,0,0,1,31,3,1,0,0.55625,0.6355140186915887,0,1,1,1,1,1,1.0,3,0,0
1,0,0,1,0,5,5,5,15.8,1.0,1.0,0,0,1,34,3,1,0,0.55625,0.6355140186915887,0,1,1,1,2,0,1.0,3,0,0
1,0,0,1,0,14,12,26,12.52608695652174,0.8571428571428571,1.8571428571428572,0,0,1,30,3,3,1,0.55625,0.17717717717717718,1,1,3,1,0,0,1.0,3,0,0
1,0,0,1,0,7,6,9,12.783333333333331,0.8571428571428571,1.2857142857142858,0,0,1,36,4,2,1,0.55625,0.17717717717717718,1,1,1,1,1,1,1.0,4,0,0
0,1,0,3,1,5,0,5,0.0,0.0,1.0,1,0,1,46,4,1,0,0.6412213740458015,0.6355140186915887,2,1,1,1,2,1,1.25,4,3,1
1,0,0,1,0,5,3,8,13.0,0.6,1.6,0,0,1,22,1,1,1,0.2802021129995407,0.3423076923076923,0,1,3,2,1,1,1.75,1,0,0
1,0,0,1,0,6,0,8,0.0,0.0,1.3333333333333333,1,0,1,27,2,1,1,0.6412213740458015,0.4941860465116279,2,1,3,2,1,1,1.75,2,1,0
0,1,0,3,1,4,0,4,0.0,0.0,1.0,1,0,1,31,3,1,1,0.55625,0.8653846153846154,0,1,1,2,0,0,0.75,3,3,1
0,0,0,2,0,6,2,10,12.0,0.3333333333333333,1.6666666666666667,0,0,1,21,1,1,1,0.2802021129995407,0.3400673400673401,0,1,3,1,0,1,1.25,1,0,0
1,0,0,1,0,5,4,7,10.75,0.8,1.4,0,0,1,21,1,1,1,0.2802021129995407,0.4944649446494465,0,1,1,2,1,1,1.25,1,0,0
1,0,0,1,0,5,5,8,11.6,1.0,1.6,0,0,1,19,0,1,1,0.2802021129995407,0.4944649446494465,0,1,3,4,1,0,2.0,0,0,0
1,0,1,0,0,5,5,6,11.8,1.0,1.2,0,0,1,20,0,1,1,0.2802021129995407,0.4944649446494465,0,4,1,2,2,2,1.75,0,0,0
1,0,0,1,0,6,6,7,16.0,1.0,1.1666666666666667,0,0,1,18,0,1,1,0.2802021129995407,0.4941860465116279,0,1,1,3,1,2,1.75,0,0,0
1,0,1,0,0,6,6,6,12.666666666666666,1.0,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.3400673400673401,0,2,3,3,2,2,2.5,0,0,0
0,1,0,3,1,6,0,6,0.0,0.0,1.0,1,0,1,34,3,1,1,0.55625,0.45714285714285713,1,1,1,2,2,1,1.5,3,3,1
1,0,0,1,0,7,5,9,12.6,0.7142857142857143,1.2857142857142858,0,0,1,20,0,1,1,0.55625,0.2786885245901639,1,1,1,3,1,1,1.5,0,0,0
1,0,0,1,0,8,7,8,13.4,0.875,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,1,0,2,0,0,0,0,0.0,0.0,0.0,1,1,1,21,1,1,1,0.2802021129995407,0.4606741573033708,0,1,3,3,2,2,2.5,1,2,0
1,0,0,1,0,6,1,9,10.0,0.16666666666666666,1.5,0,0,1,26,2,2,1,0.55625,0.4941860465116279,0,1,4,3,1,1,2.25,2,0,0
1,1,0,2,0,5,0,5,0.0,0.0,1.0,1,0,1,20,0,1,1,0.2802021129995407,0.8653846153846154,0,1,1,2,1,2,1.5,0,2,0
1,0,0,1,0,6,3,16,11.25,0.5,2.6666666666666665,0,0,1,25,2,1,1,0.55625,0.4941860465116279,1,1,3,1,1,1,1.5,2,0,0
1,0,0,1,0,5,3,8,10.666666666666666,0.6,1.6,0,0,1,24,2,1,1,0.55625,0.4944649446494465,0,2,1,4,2,1,2.0,2,0,0
1,0,0,1,0,5,4,7,11.75,0.8,1.4,0,0,1,20,0,1,1,0.2802021129995407,0.65,0,1,4,4,1,1,2.5,0,0,0
1,0,0,1,0,5,0,5,0.0,0.0,1.0,1,0,1,20,0,1,1,0.2802021129995407,0.4944649446494465,0,1,3,4,1,1,2.25,0,1,0
1,0,0,1,0,6,6,6,12.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.36666666666666664,0.2786885245901639,0,3,4,3,1,2,2.5,0,0,0
1,0,0,1,0,6,5,7,14.0,0.8333333333333334,1.1666666666666667,0,0,0,22,1,1,1,0.2802021129995407,0.45714285714285713,0,1,1,1,1,2,1.25,0,0,0
0,0,0,2,0,6,0,6,0.0,0.0,1.0,1,0,0,41,4,1,0,0.55625,0.36597938144329895,0,1,1,1,0,2,1.0,0,2,1
1,1,1,1,0,5,2,11,11.5,0.4,2.2,0,0,0,19,0,1,1,0.2802021129995407,0.4944649446494465,0,2,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,10,12.0,1.0,1.6666666666666667,0,0,0,21,1,1,1,0.55625,0.65,0,1,4,4,2,2,3.0,0,0,0
1,1,0,2,0,6,6,7,16.428571428571427,1.0,1.1666666666666667,0,0,0,30,3,1,1,0.55625,0.3423076923076923,0,1,3,3,1,1,2.0,0,0,0
1,0,1,0,0,7,5,9,13.336000000000002,0.7142857142857143,1.2857142857142858,0,0,0,21,1,1,1,0.2802021129995407,0.17717717717717718,0,5,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,7,9,14.666666666666666,1.0,1.2857142857142858,0,0,0,21,1,1,1,0.36666666666666664,0.4337899543378995,0,1,3,3,1,2,2.25,0,0,0
1,0,0,1,0,8,7,8,14.115714285714288,0.875,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,3,2,2,2.5,0,0,0
1,0,1,0,0,6,6,7,14.857142857142858,1.0,1.1666666666666667,0,0,0,19,0,1,1,0.2802021129995407,0.3423076923076923,0,4,4,3,1,2,2.5,0,0,0
1,0,1,0,0,6,6,7,13.833333333333334,1.0,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.3423076923076923,0,2,3,1,1,1,1.5,0,0,0
1,0,1,0,0,5,2,15,10.0,0.4,3.0,0,0,0,18,0,1,1,0.2802021129995407,0.4944649446494465,0,2,1,3,1,2,1.75,0,0,0
1,0,1,0,0,8,6,15,12.415,0.75,1.875,0,0,0,24,2,1,1,0.55625,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,5,14,14.428571428571429,0.8333333333333334,2.3333333333333335,0,0,0,23,1,1,1,0.55625,0.3423076923076923,1,1,1,2,1,1,1.25,0,0,0
1,0,1,0,0,8,7,8,14.312857142857142,0.875,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,2,1,2,1,1,1.25,0,0,0
1,0,0,1,0,5,4,9,12.0,0.8,1.8,0,0,0,20,0,1,1,0.2802021129995407,0.65,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,7,13.833333333333334,1.0,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.20967741935483872,0,1,4,3,1,1,2.25,0,0,0
1,0,0,1,0,6,6,6,12.166666666666666,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.20967741935483872,0,1,4,1,2,0,1.75,0,0,0
1,0,1,0,0,6,5,7,13.2,0.8333333333333334,1.1666666666666667,0,0,0,22,1,1,1,0.2802021129995407,0.3400673400673401,0,4,3,1,1,0,1.25,0,0,0
1,1,0,2,0,7,6,7,15.4,0.8571428571428571,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,7,7,7,13.385714285714286,1.0,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,4,3,1,1,1,1.5,0,0,0
1,1,0,2,0,6,6,13,10.857142857142858,1.0,2.1666666666666665,0,0,0,18,0,1,1,0.2802021129995407,0.65,0,1,4,3,1,2,2.5,0,0,0
1,0,0,1,0,5,5,11,11.333333333333334,1.0,2.2,0,0,0,18,0,1,1,0.2802021129995407,0.4944649446494465,0,2,1,1,2,2,1.5,0,0,0
1,0,1,0,0,5,4,7,14.5,0.8,1.4,0,0,0,19,0,1,1,0.2802021129995407,0.3423076923076923,0,4,1,3,1,1,1.5,0,0,0
1,0,1,0,0,6,6,6,14.166666666666666,1.0,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.2786885245901639,0,2,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,7,12.833333333333334,1.0,1.1666666666666667,0,0,0,24,2,1,0,0.2802021129995407,0.36597938144329895,0,1,3,1,0,0,1.0,0,0,0
1,0,0,1,0,6,6,7,13.333333333333334,1.0,1.1666666666666667,0,0,0,21,1,1,1,0.2802021129995407,0.20967741935483872,0,1,1,1,2,2,1.5,0,0,0
1,0,1,0,0,6,6,7,13.666666666666666,1.0,1.1666666666666667,0,0,0,20,0,1,1,0.2802021129995407,0.20967741935483872,0,1,3,3,2,2,2.5,0,0,0
0,1,1,2,1,6,6,6,10.833333333333334,1.0,1.0,0,0,0,28,3,1,1,0.55625,0.45714285714285713,0,1,1,2,2,1,1.5,0,0,0
1,0,0,1,0,6,6,7,13.428571428571429,1.0,1.1666666666666667,0,0,0,21,1,1,1,0.2802021129995407,0.5985915492957746,0,2,1,2,1,1,1.25,0,0,0
0,0,0,2,0,6,0,8,0.0,0.0,1.3333333333333333,1,0,1,36,4,1,1,0.55625,0.4941860465116279,0,1,4,4,1,2,2.75,4,2,1
0,0,0,2,0,4,0,4,0.0,0.0,1.0,1,0,1,42,4,2,0,0.55625,0.6355140186915887,0,1,1,1,1,1,1.0,4,2,1
1,0,0,1,0,5,4,9,11.5,0.8,1.8,0,0,1,47,4,2,0,0.55625,0.6355140186915887,0,1,1,1,1,1,1.0,4,0,0
0,0,0,2,0,5,0,8,0.0,0.0,1.6,1,0,1,25,2,1,1,0.55625,0.8653846153846154,0,1,3,1,2,1,1.75,2,2,1
